名称,J_shopt href,地址,city,经纬度,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京建外soho西区距离,北京建外soho西区时间
Focus by Bill Yue 岳法餐,https://www.dianping.com/shop/GamNvk6Ezcfi3XVq,交子大道500号合景摩方购物中心一楼131A号（商场一楼背后外街.二号电梯厅出场左拐第二个商铺）,[成都],,17702807727,2025-10-28 19:06,,,,,,
Mercante商贾·意大利小馆,https://www.dianping.com/shop/l4JIq3MIxqp7wEzz,西砖胡同51号,[北京],"116.491937,39.892784",18519229589,2025-10-28 19:03,Error,Error,27.66 km,86 min,Error,Error
Mercante商贾·意大利小馆,https://www.dianping.com/shop/k9dcawvb3gwuCzMF,赵府街69号,[北京],"116.396447,39.943674",18610395579,2025-10-28 19:03,Error,Error,19.20 km,55 min,Error,Error
Ora Coffee,https://www.dianping.com/shop/la5sK92PuuFNx72P,东三环中路7号院7楼一层1-10单元ora,[北京],"116.459025,39.917857",13031033930,2025-10-26 18:19,Error,Error,26.93 km,92 min,1.91 km,10 min
Blue·G Bakery,https://www.dianping.com/shop/H5fy4H0x1PP1UfQJ,新风街3号院3幢一层113,[北京],,18612668709,2025-10-26 18:18,Error,Error,Error,Error,Error,Error
宁海食府,https://www.dianping.com/shop/kaJ9aMB39oZMWRJJ,复兴路69号五棵松万达广场五号门五层南区5F-1,[北京],"116.277881,39.913076",68132777,2025-10-26 16:48,Error,Error,Error,Error,Error,Error
共享空间,https://www.dianping.com/shop/G2Jno1LAtWhTt3yh,学院路37号北京航空航天大学(学院路本部校区),[北京],"116.347225,39.982212",82317881,2025-10-25 23:04,Error,Error,Error,Error,Error,Error
金尘小铺·茶咖夜酒,https://www.dianping.com/shop/G1b5n1GYpgONGmsQ,交大东路2号院1号楼,[北京],"116.601334,39.924975",62250506,2025-10-25 23:02,Error,Error,Error,Error,Error,Error
Foolover芙乐花荟咖啡,https://www.dianping.com/shop/k2nVl9XLinAADX5j,科学院南路31号,[北京],,13699216790,2025-10-25 23:02,Error,Error,Error,Error,Error,Error
Hide&Seek,https://www.dianping.com/shop/Gaey4AwDF5u9Z1AH,芳园西路6号丽都花园院内,[北京],,13001089118,2025-10-25 15:50,Error,Error,Error,Error,Error,Error
Sournice咖啡,https://www.dianping.com/shop/Ha9RAgfSHnWfhaHy,北三环西路甲18号院下沉广场-B2-201室,[北京],"116.407387,39.904179",15527546321,2025-10-24 20:40,Error,Error,Error,Error,Error,Error
myfika星客咖啡,https://www.dianping.com/shop/G4yXYNxKk6UXLEv9,软件园二号路中关村软件园孵化器2号楼1层,[北京],"116.296234,40.051582",62980060,2025-10-24 15:17,Error,Error,Error,Error,Error,Error
云卷云书,https://www.dianping.com/shop/k4ZpqdJ8wGze5A7t,"双桥E9创新工场7号楼1层（东门进大堂,左手边）",[北京],,18911953531,2025-10-22 20:49,Error,Error,Error,Error,Error,Error
怡庭大堂吧 Bistrot B Lounge·Bar,https://www.dianping.com/shop/G9LptBZ8MZhM6cw8,东三环北路呼家楼京广中心北京瑰丽酒店一层（近呼家楼地铁站D出口、渣打银行、朝阳剧场斜对面）,[北京],,65360066,2025-10-22 14:30,Error,Error,Error,Error,Error,Error
GluGlu,https://www.dianping.com/shop/k1AY9YBSaBht7CzP,和旭路37号,[厦门],"118.087855,24.499110",18259406270,2025-10-22 14:29,,,,,,
京艷·京府菜,https://www.dianping.com/shop/G7XshRlqcS2kZHMv,建国门外大街2号银泰中心1-2层,[北京],"116.459535,39.907720",13521580767,2025-10-22 14:14,Error,Error,Error,Error,0.55 km,3 min
GAO餐厅,https://www.dianping.com/shop/H7xDRQWsZjRblqpw,姚家园路与团结湖北三条交叉口东南100米,[北京],"116.468419,39.929779",13381069571,2025-10-22 14:13,Error,Error,30.32 km,80 min,3.92 km,26 min
PALA PALA,https://www.dianping.com/shop/G6vBtcQHpOpjYoJR,建国门外大街17号28号楼底商2-111室（秀水南街）,[北京],,18210381095,2025-10-22 14:12,Error,Error,29.38 km,94 min,1.98 km,10 min
望岩·照Sushi,https://www.dianping.com/shop/ipDPMZynZ3geUkfV,锦官驿街道大川巷9号附14号,[成都],,15756590067,2025-10-20 13:25,,,,,,
Ember bistro 碳火餐厅,https://www.dianping.com/shop/laxhN7k4Eu98mq58,甘肃路32号永顺里底商（静园西行50米）,[天津],,15222787554,2025-10-20 13:06,,,,,,
杨家铜锅涮肉,https://www.dianping.com/shop/H34nmfAgE9ah2pt7,孔雀城英国宫祁各庄镇窝坨村中石化加油站对面,[大厂回族自治县],"116.854114,39.864937",15930633114,2025-10-20 12:15,,,,,,
新7天,https://www.dianping.com/shop/H75T4ACPwHVKpwrF,中关村街道中关村大街46-1(燕山大酒店对面),[北京],,61668081,2025-10-19 11:55,Error,Error,15.11 km,52 min,Error,Error
Ci Ci By 圆场,https://www.dianping.com/shop/k7E0p0VSSEmJvOWL,海淀街道中关村大街59号人民大学内中区食堂旁(近当代商城),[北京],"116.310788,39.969628",18500358580,2025-10-19 11:53,Error,Error,12.40 km,43 min,Error,Error
90&AboveCoffee晨言暮语咖啡,https://www.dianping.com/shop/H1mNx7leUZebs9vT,东大街2号综合商业楼1层,[北京],"116.294592,39.864351",16600020129,2025-10-18 16:35,Error,Error,26.05 km,77 min,Error,Error
福順小館Fusionality,https://www.dianping.com/shop/l9QaonQUtmduUGv2,招商街道荔园路9号G&G创意社区102-3,[深圳],,19928715669,2025-10-18 11:31,,,,,,
长鱼大叔浇头面,https://www.dianping.com/shop/H8awY02BUfi5c3JM,展览路街道西直门外大街137号3栋1-1,[北京],,13261038857,2025-10-18 11:24,15.69 km,41 min,18.59 km,55 min,Error,Error
樟荣·沙县手工小吃,https://www.dianping.com/shop/G5QZydNMeAWTSsLy,中关村东路66号甲1号楼1层商业3,[北京],"116.333932,39.984450",18613390803,2025-10-18 11:22,Error,Error,13.76 km,53 min,Error,Error
1996川菜·主厨餐厅,https://www.dianping.com/shop/EiIhiO0ICPQ2RU7k,星火东路将台洼甲4号,[北京],"116.511653,39.951726",13810507344,2025-10-17 22:02,27.00 km,73 min,29.15 km,76 min,10.02 km,35 min
苏斌烤肉,https://www.dianping.com/shop/l602jw6mZxaFOzvY,青年路西口向东50米（西安银行对面）,[西安],"108.933710,34.271320",13772448195,2025-10-17 11:48,,,,,,
昊·来了寿司,https://www.dianping.com/shop/k6zRV4l7AqzVPOo3,青年路姚家园113号13号,[北京],,15810262474,2025-10-17 11:35,Error,Error,32.67 km,88 min,Error,Error
昊·来了寿司,https://www.dianping.com/shop/l5w4c7gIUN1ixfdg,鲁谷路台湾街B区1号楼1-1-F,[北京],,15810262474,2025-10-17 11:35,22.99 km,55 min,25.89 km,67 min,Error,Error
KAI FINE開飯·汉堡排,https://www.dianping.com/shop/H9RYinLhqHCLH34E,北新桥街道东四北大街62号（北新桥地铁站C东南口步行320米）,[北京],"116.417143,39.938221",18610688841,2025-10-16 21:18,Error,Error,21.00 km,65 min,Error,Error
谷予朝食·面包,https://www.dianping.com/shop/G4Ya3KSM9IJ5j5iM,杏林街1号（杏林街与明泽街交叉路口西侧）,[大连],"121.651522,38.917779",18624289330,2025-10-16 21:14,,,,,,
divecoffee扎猛,https://www.dianping.com/shop/ig97X2K8F91cGszh,阳光巷11号楼,[大连],"121.641638,38.918132",15104091444,2025-10-16 21:14,,,,,,
样样红·海鲜·鲁菜,https://www.dianping.com/shop/k4h5ULA1q41GElLS,经济技术开发区香山路8号内7号楼1号网点,[烟台],,6376918,2025-10-16 21:12,,,,,,
神巅大坨牛肉面,https://www.dianping.com/shop/l7kB4vriSZapWxFs,灯市口大街7号（灯市口地铁站A口西北步行320米）,[北京],,85197367,2025-10-16 21:11,Error,Error,Error,Error,Error,Error
峪见嘉面,https://www.dianping.com/shop/l6IWmlkhNSe7jYrn,西坝河西里23号嘉汇中心-A座一层第五商铺（嘉汇中心4号楼）,[北京],"116.436337,39.968873",13070008889,2025-10-16 21:11,21.42 km,58 min,23.57 km,58 min,Error,Error
燕春楼,https://www.dianping.com/shop/H6PfXvI8I1xsaKP4,张自忠路7号,[天津],"117.192621,39.147362",27348888,2025-10-16 21:10,,,,,,
宣和苑,https://www.dianping.com/shop/k4xsuyC4yRVE58qL,西二环北路华侨新村32号,[福州],"119.280212,26.087629",83737867,2025-10-16 21:10,,,,,,
丰年鳗鱼饭,https://www.dianping.com/shop/H7DZsmWsEtxzsTIo,北土城东路惠新里248号楼一层8号,[北京],,18514291039,2025-10-16 21:09,Error,Error,22.90 km,55 min,Error,Error
秀儿府,https://www.dianping.com/shop/G32AtEclLc8lmT13,小关路北投奥园1314园区13号楼（近西南门、北土城地铁站B口北行100米、可免费停车2小时）,[北京],,64455889,2025-10-16 21:09,16.82 km,44 min,15.15 km,46 min,Error,Error
やきとり鶏丸,https://www.dianping.com/shop/l4yrIQSAntnGH2gH,彦根市旭町9-6 彦根ステーションビル 1F,[滋贺],,,2025-10-16 21:09,,,,,,
满麵 二郎系拉麵,https://www.dianping.com/shop/jd7jgByGznkjsItn,芳草地北巷甲1号,[北京],,19050108328,2025-10-16 21:08,27.53 km,85 min,26.25 km,85 min,Error,Error
麵久,https://www.dianping.com/shop/k2f0xggxJnxron0P,天泽路新恒基国际大厦一层左边走廊里边鱼清旁,[北京],,,2025-10-16 21:08,24.96 km,68 min,25.61 km,66 min,Error,Error
大無限和食·拉面·烧鸟,https://www.dianping.com/shop/ESeaNWW18HDhnpwz,光华路东里8号院中海广场B1-05号,[北京],"116.456441,39.911282",18600518608,2025-10-16 21:08,25.79 km,91 min,28.02 km,97 min,Error,Error
献上伊吹そば つる亀庵,https://www.dianping.com/shop/H9M5YPkWwcn3LnxQ,〒522-0062 滋賀県彦根市立花町１−1,[滋贺],,+81-749262615,2025-10-16 21:07,,,,,,
美作,https://www.dianping.com/shop/H1ifDLOqF46P1Jbs,〒650-0004 兵庫県神戸市中央区中山手通１丁目８−1-1F 明関ビル,[神户],,+81-783320983,2025-10-16 21:07,,,,,,
蒙古往事铁锅焖面,https://www.dianping.com/shop/G7RPJiETDNBBPGAn,良庄街6号楼1层106,[北京],"116.358327,40.082172",81723117,2025-10-16 21:07,Error,Error,8.40 km,35 min,Error,Error
志津可,https://www.dianping.com/shop/G1HTIgLmzIQlWDIT,大阪府大阪市北区西天満1-13-7,[大阪],"118.662837,43.525495",+81-663649129,2025-10-16 21:07,,,,,,
IF野生面包店,https://www.dianping.com/shop/k6345HMWHElo1v51,阜安西路望京SOHOT1一层1133,[北京],,13269030219,2025-10-16 21:07,Error,Error,21.93 km,55 min,Error,Error
大黒,https://www.dianping.com/shop/l2OYWpDXsT8LAM8I,〒542-0071 大阪府大阪市中央区道頓堀２丁目２−7,[大阪],,+81-662111101,2025-10-16 21:06,,,,,,
和颜悦色小西餐,https://www.dianping.com/shop/H5QG48yjI1QFtbVB,合生·麒麟社1号楼107室星巴克侧门对面,[北京],"116.477348,39.996531",13716458607,2025-10-16 21:06,22.30 km,59 min,Error,Error,Error,Error
鮨膳,https://www.dianping.com/shop/HaXQ3jD8yo0dkdjC,五四大街33号2层,[北京],"116.403490,39.924299",13901089898,2025-10-16 21:04,Error,Error,Error,Error,Error,Error
锦食屋·日本料理,https://www.dianping.com/shop/l4vWuy3nzCthlPLV,朝阳公园路好运街1-19B1,[北京],,17801581519,2025-10-16 21:04,Error,Error,Error,Error,Error,Error
九州料理·燒酎BAR  满天,https://www.dianping.com/shop/k8E2KHfO6ijXYc3A,亮马桥路42号北京光明饭店地下一层,[北京],"116.469597,39.951313",17800163581,2025-10-16 21:04,26.70 km,75 min,Error,Error,Error,Error
宝岛眷村,https://www.dianping.com/shop/k9fXAgGVmnsBgBR6,利泽中一路一号院博雅国际1号楼一层101F,[北京],"116.382763,40.003140",18210004718,2025-10-16 21:03,Error,Error,Error,Error,21.02 km,66 min
福重寿司,https://www.dianping.com/shop/k5qNOPpz50Boq2Lu,〒649-2211 和歌山県西牟婁郡白浜町890-105,[白滨],,+81-739423547,2025-10-16 20:59,,,,,,
1997荆楚土锅子·红蕃茄,https://www.dianping.com/shop/l4auviAhu1cxkBVQ,玉渊潭南路翠微南里36号,[北京],,68215512,2025-10-16 20:58,Error,Error,19.46 km,62 min,15.17 km,62 min
Kirinya Honmachihonten,https://www.dianping.com/shop/H5sMEHOlbJfawsP4,〒541-0046 大阪府大阪市中央区平野町３丁目２−2,[大阪],"118.662837,43.525495",+81-662278859,2025-10-16 20:57,,,,,,
胖叔の炸猪排饭,https://www.dianping.com/shop/l98zLOHp4uDgrgy7,呼家楼街道北京嘉里中心地下1层B13号（近国贸）,[北京],"116.458855,39.909863",18601323886,2025-10-16 20:55,33.38 km,94 min,28.44 km,106 min,1.11 km,7 min
面勝,https://www.dianping.com/shop/GaPHoKK7bLmQ8YEY,阳光都市1号楼1层103-12号铺,[北京],"116.441286,39.935914",18515563027,2025-10-16 20:54,25.49 km,78 min,24.22 km,76 min,6.09 km,39 min
面勝·三忘湖面馆,https://www.dianping.com/shop/l1cQXRx21W1aBHd0,赵府街27号,[北京],,18663934186,2025-10-16 20:54,16.82 km,52 min,19.05 km,55 min,10.57 km,40 min
炭火焼一絆,https://www.dianping.com/shop/G6JPgJOCSEv7L7lr,久留米市东町34-1,[福冈],,,2025-10-16 20:54,,,,,,
37,https://www.dianping.com/shop/H8Nf8Law7SsXcBuP,春吉3-11-19,[福冈],"112.582294,22.453910",+81-50-54566465,2025-10-16 20:54,,,,,,
鮨海,https://www.dianping.com/shop/k3zX7xhvwcKpN2I7,小亮马桥西路6号提灯街,[北京],"116.465943,39.957380",17801320231,2025-10-16 20:54,25.11 km,68 min,25.75 km,66 min,7.53 km,43 min
嗣味,https://www.dianping.com/shop/k5WSpSU3sJTKU3rp,福岡県福岡市中央区高砂1-6-6 サンクス高砂 1F,[福冈],,+81-924011819,2025-10-16 20:53,,,,,,
魚ト肴いとおかし,https://www.dianping.com/shop/l2ZUhBAGWju036SE,〒810-0003 福岡県福岡市中央区春吉３丁目２５−27,[福冈],,+81-92-7151004,2025-10-16 20:53,,,,,,
梅山鉄平食堂 博多店,https://www.dianping.com/shop/G1CoURM3EDgSFQDB,2-8-12 The Blossom Hakata 2Fhakataekimae hakataku fukuoka-city Fukuoka JAPAN,[福冈],,+81-922607177,2025-10-16 20:53,,,,,,
天麩羅処ひらお アクロス店,https://www.dianping.com/shop/G2L7MUcXYFcll54n,"1 Chome-1-１ Tenjin, Chuo Ward, Fukuoka, Fukuoka Prefecture 810-0001日本",[福冈],,+81-927165511,2025-10-16 20:53,,,,,,
牛老二海鲜烧烤,https://www.dianping.com/shop/k8I92VPVc5iFZw4F,黄海一路华美酒店南九一会所隔壁,[日照],,18263312858,2025-10-16 20:53,,,,,,
大砲ラーメン,https://www.dianping.com/shop/l8xTco7RDQroR5e3,〒830-0005 福岡県久留米市通外町１１−8,[福冈],"112.582294,22.453910",+81-942336695,2025-10-16 20:53,,,,,,
日照人家·山东老字号,https://www.dianping.com/shop/la6COk9UX2hXD2Tt,文登路216号,[日照],"119.544063,35.414476",3719777,2025-10-16 20:53,,,,,,
美食人家,https://www.dianping.com/shop/H1C9oGb6FMI0DtiR,天诚时尚小区001幢1单元1-101号,[日照],"119.512921,35.417729",13562350088,2025-10-16 20:53,,,,,,
岚山香渔屋,https://www.dianping.com/shop/H6uo6OYEOKoMTcgk,东营路曲师大南门对面,[日照],,19963306058,2025-10-16 20:53,,,,,,
京巴郎·馕巴扎,https://www.dianping.com/shop/G2VkXSMMyH8sUaqM,物美一层,[北京],,17599987163,2025-10-16 20:52,25.71 km,81 min,24.21 km,80 min,6.01 km,30 min
拉麵頭子RAMENHEAD,https://www.dianping.com/shop/H9xQJv79fSZN3FsO,新东路8号院3号楼1层1-001-2,[北京],"116.407387,39.904179",15510202526,2025-10-16 20:52,Error,Error,25.64 km,88 min,Error,Error
Seeyaa,https://www.dianping.com/shop/H5CJbfXg1AADcZkV,朝外大街6号16号楼101,[北京],"116.456194,39.917703",18618352031,2025-10-16 19:57,Error,Error,Error,Error,2.98 km,24 min
侨美食家·40年地道粤菜,https://www.dianping.com/shop/H1ecmUnkWyL9ZkpT,沙面南街52号（白天鹅宾馆斜对面）,[广州],,81217018,2025-10-16 14:37,,,,,,
南亚拉咖啡 SouthYarra Cafe,https://www.dianping.com/shop/H8uknv5HmYxTuS1z,牡丹园金尚嘉园甲2号院3号楼底商3101,[北京],,13260216388,2025-10-16 14:23,Error,Error,15.18 km,50 min,Error,Error
只此芳菲茶咖叙,https://www.dianping.com/shop/H8YRICntNl8r8Ged,北土城西路1号北土城公园蓟草芬菲景区西侧平房,[北京],"114.179428,22.316592",18519638677,2025-10-16 14:23,15.38 km,43 min,Error,Error,Error,Error
1901 Cafe,https://www.dianping.com/shop/ka4dvPfKQwcsHt8N,什刹海街道西安门大街101号（近西什库大街）,[北京],"116.378525,39.922899",66160335,2025-10-16 14:22,17.95 km,61 min,20.18 km,64 min,Error,Error
定边麻辣烫,https://www.dianping.com/shop/H14RkKa6rXP81wwA,未央路龙首原地铁c出口宫园壹号小区南门,[西安],"108.949932,34.292285",15202497127,2025-10-16 14:14,,,,,,
许记菜盒,https://www.dianping.com/shop/l7GapC8vsGn21UiW,北沙坡路兰蒂斯城-东区,[西安],,,2025-10-16 14:14,,,,,,
全中臭豆腐,https://www.dianping.com/shop/H9DdeU20NTvz4BR7,大学南路西北大学南门面房09号,[西安],,15991857706,2025-10-16 14:14,,,,,,
陕南泡菜米线,https://www.dianping.com/shop/H1K9jLeopndSXCAB,西仪坊劳动村小区西门,[西安],"108.913702,34.267838",15229061966,2025-10-16 14:13,,,,,,
小红门米线,https://www.dianping.com/shop/H1ef0Lk0zT6DVwCp,洪庆庆华南区(祥云路北),[西安],"109.115123,34.293883",13720432930,2025-10-16 14:13,,,,,,
小武西安传统烧烤,https://www.dianping.com/shop/G7A2qV7es8JnRju9,"佳膳坊与红专南路交叉口向东120米路南一楼（距大唐不夜城,陕西历史博物馆驾车5分钟）",[西安],"108.955044,34.224199",17391721996,2025-10-16 14:12,,,,,,
小胡子胡辣汤,https://www.dianping.com/shop/H3lT5a1N0CZWDWDR,桃园东路与新园路交叉口西60米,[西安],,15339225931,2025-10-16 14:12,,,,,,
北方商店,https://www.dianping.com/shop/k9m0CwRNG3PJT6pV,南大街印花布园4号院旁临街商铺,[西安],,,2025-10-16 12:33,,,,,,
MOWU书局,https://www.dianping.com/shop/Haa0W4c9NJPbea2I,龙翔路乙1号（北极寺公园南部）,[北京],"116.377065,39.985717",18600737900,2025-10-16 10:34,Error,Error,Error,Error,Error,Error
泊星地咖啡,https://www.dianping.com/shop/laURQxqN0G1DkhcV,清华大学美术学院B座二楼,[北京],"116.335425,39.999333",,2025-10-16 10:19,Error,Error,8.99 km,34 min,Error,Error
泊星地咖啡馆,https://www.dianping.com/shop/l9WoMAEcLCyRwZCe,北京大学家园食堂东南角,[北京],"116.308027,39.987985",,2025-10-16 10:18,Error,Error,Error,Error,Error,Error
草图咖啡,https://www.dianping.com/shop/G6s32PAWQeOAgWjM,中关村北大街98号北京大学景观设计学院2层,[北京],"116.310918,39.992873",,2025-10-16 10:17,Error,Error,Error,Error,Error,Error
十月时光书店·咖啡·茶饮,https://www.dianping.com/shop/H2ZBItrP0a6nzRZX,海淀西大街36号,[北京],"116.306712,39.984521",16600026206,2025-10-16 10:16,Error,Error,Error,Error,Error,Error
蚁丘下午茶,https://www.dianping.com/shop/k4h0KiXszIGFgXTP,西直门外大街135号院东马路口莫斯科餐厅面包北,[北京],"116.343000,39.940184",57960113,2025-10-16 10:15,Error,Error,Error,Error,Error,Error
藏书馆咖啡LibraryCoffee·Bistro,https://www.dianping.com/shop/G9AOSB2by6LhWeEp,北太平庄路牡丹园西里11-16号底商（地铁19号线牡丹园站F口向北步行100m）,[北京],,82092099,2025-10-16 10:15,Error,Error,Error,Error,Error,Error
西山悦咖啡,https://www.dianping.com/shop/l3lrySki6tK83JjQ,温泉路温泉镇白家疃尚品园3号楼底商124,[北京],"116.184921,40.043896",56914191,2025-10-16 10:14,Error,Error,Error,Error,Error,Error
8KM COFFEE,https://www.dianping.com/shop/EdiUe5mYDbSKqMSo,阜通东大街6号院2号楼1层102,[北京],"116.481030,39.990233",64775800,2025-10-16 10:14,Error,Error,Error,Error,Error,Error
爱上层楼咖啡馆,https://www.dianping.com/shop/itmlJrz6f3KEF8hc,紫竹院街道西三环北路13号(北外西校区大门北侧),[北京],"116.308752,39.956643",88814020,2025-10-16 10:13,Error,Error,Error,Error,Error,Error
赛先生的咖啡馆·简餐,https://www.dianping.com/shop/GaVwYYOOtsWga3U9,丹棱街18号创富大厦一层,[北京],,15711150244,2025-10-16 09:47,Error,Error,Error,Error,Error,Error
Smelly Cat小酒馆 Burger&Bar,https://www.dianping.com/shop/k5gxKTxl4sXfwzer,卫星制造厂科技园17幢一层101,[北京],"116.296998,39.882358",19520467158,2025-10-16 09:47,Error,Error,Error,Error,Error,Error
